time,odom_x,odom_y,odom_yaw,vel_linear,vel_angular,imu_ax,imu_ay,imu_az,imu_wx,imu_wy,imu_wz
74.5784,-0.3881,-0.3812,1.2229,0.15,0.0,0.9589,0.6333,10.1903,0.0128,-0.0617,-0.0287
74.6284,-0.3856,-0.3742,1.2243,0.15,0.0,-1.6867,-0.0868,8.7915,-0.0404,-0.0255,0.0181
74.6783,-0.3839,-0.3694,1.2245,0.15,0.0,0.4908,0.1263,8.67,0.0128,-0.0543,-0.0266
74.7283,-0.3816,-0.363,1.2237,0.15,0.0,-0.4741,0.1879,9.8581,-0.0468,-0.0511,0.0
74.7784,-0.3774,-0.3514,1.2225,0.15,0.0,0.9643,0.5704,9.344,0.0447,-0.0628,-0.0426
74.8284,-0.3774,-0.3514,1.2225,0.15,0.0,-1.2013,0.0311,9.0028,-0.0841,-0.0255,0.017
74.8783,-0.373,-0.3393,1.2218,0.15,0.0,-0.24,0.6829,12.0548,0.0564,0.0,-0.0053
74.9283,-0.3712,-0.3345,1.2218,0.15,0.0,0.917,0.5698,10.6913,0.049,-0.0862,-0.0223
74.9784,-0.3682,-0.3262,1.221,0.15,0.0,-1.2959,0.0862,8.8346,-0.0798,-0.017,0.033
75.0284,-0.3664,-0.3214,1.2213,0.15,0.0,0.1658,-0.0114,8.8214,-0.0181,0.0,0.0
75.0784,-0.3635,-0.3133,1.2217,0.15,0.0,-0.8781,0.4369,9.2889,-0.0585,-0.0734,0.0202
75.1284,-0.3589,-0.3007,1.2225,0.15,0.0,0.4345,-0.0718,7.9745,0.0341,-0.0596,0.0064
75.1783,-0.3589,-0.3007,1.2225,0.15,0.0,0.9535,0.6746,10.07,0.0639,-0.0724,-0.0447
75.2284,-0.3544,-0.2882,1.2258,0.15,0.0,-0.4998,0.6339,10.0257,-0.0692,0.0479,0.0553
75.2786,-0.3526,-0.2833,1.2261,0.0,0.0,0.5177,0.4022,9.5032,0.0596,-0.0096,-0.0234
75.3285,-0.3499,-0.2758,1.2248,0.0,0.0,-1.1672,0.1448,9.186,-0.0234,0.0277,-0.0043
75.3783,-0.3482,-0.2709,1.2246,0.0,0.0,0.4262,0.0257,9.3655,0.0255,-0.0383,-0.0234
75.4284,-0.3468,-0.2672,1.2236,0.0,0.0,-0.0491,0.4381,10.0975,0.0,-0.0255,-0.017
75.4783,-0.3467,-0.267,1.2228,0.0,0.0,0.2155,0.4764,10.2598,0.0106,0.0,0.0074
75.5285,-0.3467,-0.2668,1.2223,0.0,0.0,-0.3232,0.3202,10.1813,0.0,-0.0074,0.0
75.5785,-0.3467,-0.2668,1.2222,0.0,0.0,0.2957,0.1861,9.9072,0.0096,0.016,0.0
75.6285,-0.3467,-0.2668,1.2222,0.0,0.0,0.1592,0.3663,10.1532,0.0043,0.0,0.0
75.6784,-0.3467,-0.2668,1.2222,0.0,0.0,-0.1401,0.4657,10.2502,0.0181,0.0053,0.0
75.7285,-0.3467,-0.2668,1.2222,0.0,0.0,-0.0772,0.4196,10.1137,0.0,0.0,0.0
76.0788,-0.3467,-0.2668,1.2222,0.0,-0.5,-0.012,0.3412,10.1335,0.0064,0.0,0.0
76.0791,-0.3467,-0.2668,1.2222,0.0,-0.5,-0.012,0.3412,10.1335,0.0064,0.0,0.0
76.1292,-0.3467,-0.2668,1.2222,0.0,-0.5,0.0365,0.3292,10.1263,0.0,0.0,0.0
76.1791,-0.3467,-0.2668,1.2222,0.0,-0.5,0.0,0.337,10.1227,0.0,0.0,0.0
76.2292,-0.3466,-0.2666,1.2176,0.0,-0.5,0.4764,0.6925,10.2035,-0.0064,-0.016,-0.1543
76.2792,-0.3466,-0.2666,1.211,0.0,-0.5,0.1024,0.8727,10.1161,0.0096,-0.0287,-0.2788
76.3292,-0.3466,-0.2665,1.189,0.0,-0.5,0.5638,0.3232,9.6648,0.0,-0.0053,-0.4385
76.3792,-0.3466,-0.2666,1.1762,0.0,-0.5,-0.3442,0.349,10.0634,0.0181,0.0298,-0.448
76.4292,-0.3466,-0.2665,1.1493,0.0,-0.5,-0.2191,0.1664,10.3465,-0.0106,-0.0372,-0.464
76.4793,-0.3466,-0.2666,1.109,0.0,-0.5,-0.1562,0.1263,10.1807,0.0,-0.0362,-0.48
76.5292,-0.3466,-0.2666,1.109,0.0,-0.5,0.2963,-0.0281,9.7001,0.0,-0.0106,-0.4906
76.5793,-0.3466,-0.2667,1.0664,0.0,-0.5,-0.1413,-0.0281,10.7625,-0.0106,-0.0064,-0.4863
76.6292,-0.3466,-0.2667,1.0504,0.0,-0.5,-0.2592,0.1754,10.2286,-0.0053,-0.0404,-0.4587
76.6792,-0.3467,-0.2667,1.0248,0.0,-0.5,0.003,0.4603,10.2346,0.0106,-0.0106,-0.48
76.7292,-0.3467,-0.2667,1.0107,0.0,-0.5,0.0383,0.1658,9.9288,0.0043,0.0085,-0.48
76.7792,-0.3467,-0.2667,0.9849,0.0,-0.5,-0.0293,0.0006,10.3154,-0.0106,-0.017,-0.4714
76.8292,-0.3468,-0.2668,0.9462,0.0,-0.5,-0.0341,0.1526,9.9832,0.0,-0.0319,-0.4661
76.8793,-0.3467,-0.2668,0.9298,0.0,-0.5,0.0156,0.1796,9.5505,0.0043,-0.0117,-0.4842
76.9293,-0.3467,-0.2668,0.9035,0.0,-0.5,-0.0581,0.349,10.4639,0.0,0.0149,-0.4821
76.9792,-0.3467,-0.2668,0.8893,0.0,-0.5,-0.0485,0.3406,10.4399,-0.0096,-0.0223,-0.4842
77.0292,-0.3468,-0.2668,0.8629,0.0,-0.5,0.3124,0.5465,10.1412,0.0138,-0.0266,-0.4842
77.0792,-0.3468,-0.2668,0.8232,0.0,-0.5,-0.0227,0.4956,10.0126,0.0074,-0.0043,-0.4587
77.1293,-0.3468,-0.2668,0.8232,0.0,-0.5,0.2041,0.2071,10.3771,0.0,0.017,-0.464
77.1793,-0.3467,-0.2668,0.7829,0.0,-0.5,0.2921,0.1347,10.3268,0.0,-0.033,-0.4576
77.2293,-0.3467,-0.2668,0.7675,0.0,-0.5,0.1341,0.4591,10.1287,0.0096,-0.0223,-0.4576
77.2792,-0.3467,-0.2667,0.7419,0.0,-0.5,0.4525,-0.0611,9.8701,0.0,0.0117,-0.4853
77.3293,-0.3467,-0.2668,0.7278,0.0,-0.5,0.1891,0.5614,10.4896,0.0085,0.017,-0.464
77.3794,-0.3467,-0.2668,0.6993,0.0,-0.5,0.4088,0.2777,10.2639,0.0,-0.0298,-0.4565
77.4293,-0.3467,-0.2667,0.6604,0.0,-0.5,0.2849,0.2364,9.9754,0.0085,-0.0138,-0.4831
77.4794,-0.3466,-0.2667,0.6438,0.0,-0.5,-0.0491,0.3932,9.7474,0.0,0.0117,-0.4853
77.5293,-0.3466,-0.2667,0.6199,0.0,-0.5,0.1197,0.1311,10.2089,0.0085,-0.0468,-0.4353
77.5794,-0.3466,-0.2667,0.605,0.0,-0.5,0.1448,0.3059,10.0664,0.0298,-0.016,-0.4299
77.6294,-0.3466,-0.2667,0.5829,0.0,-0.5,-0.0473,0.3406,10.1311,0.0096,0.0117,-0.4949
77.6794,-0.3465,-0.2666,0.5407,0.0,-0.5,0.1095,0.1371,10.1347,0.0138,0.0202,-0.4959
77.7294,-0.3465,-0.2666,0.5407,0.0,-0.5,0.8727,0.6225,9.6642,-0.0053,-0.049,-0.447
77.7792,-0.3465,-0.2666,0.5055,0.0,-0.5,0.3059,0.3017,10.258,0.0277,0.0,-0.4278
77.8292,-0.3465,-0.2666,0.4917,0.0,-0.5,0.1993,0.316,10.1149,-0.0096,0.0,-0.48
77.8792,-0.3464,-0.2666,0.4636,0.0,-0.5,0.6117,0.2921,10.3184,-0.0106,-0.0479,-0.3735
77.9293,-0.3464,-0.2666,0.435,0.0,-0.5,0.4339,0.3585,9.9497,0.0053,-0.0383,-0.3203
77.9793,-0.3464,-0.2666,0.435,0.0,-0.5,0.2777,0.3891,10.0473,0.0,-0.0096,-0.3948
78.0292,-0.3465,-0.2666,0.4023,0.0,-0.5,-0.1598,0.2233,10.5997,0.0,0.0,-0.3895
78.0793,-0.3464,-0.2666,0.3907,0.0,-0.5,0.173,0.401,10.0969,-0.0096,-0.05,-0.3938
78.1292,-0.3464,-0.2666,0.3668,0.0,-0.5,-0.1203,0.1161,10.0497,0.0117,-0.0128,-0.4714
78.1793,-0.3464,-0.2666,0.3531,0.0,-0.5,-0.0652,0.1915,10.2975,0.0,0.0,-0.4746
78.2293,-0.3464,-0.2666,0.3272,0.0,-0.5,0.073,0.3747,10.5357,-0.0245,-0.0085,-0.4438
78.2794,-0.3464,-0.2666,0.289,0.0,-0.5,0.1802,0.4064,10.1466,-0.0181,-0.0383,-0.4161
78.3293,-0.3464,-0.2666,0.289,0.0,-0.5,0.1915,0.3747,10.0275,0.0117,-0.0117,-0.4672
78.3792,-0.3464,-0.2666,0.2488,0.0,-0.5,0.1341,0.1131,9.8102,-0.0085,0.0096,-0.4757
78.4292,-0.3464,-0.2666,0.2349,0.0,-0.5,0.2047,0.0994,10.1855,-0.0266,-0.0223,-0.4661
78.4792,-0.3465,-0.2666,0.2045,0.0,-0.5,0.1999,0.4298,10.2358,0.017,-0.0309,-0.4693
78.5292,-0.3465,-0.2666,0.1907,0.0,-0.5,0.3065,0.3388,10.0287,0.0,-0.0149,-0.4725
78.5793,-0.3465,-0.2666,0.1655,0.0,-0.5,0.0269,0.3358,10.5758,0.0,0.017,-0.48
78.6292,-0.3465,-0.2666,0.1188,0.0,-0.5,0.012,0.0658,10.3412,-0.0106,-0.0074,-0.4725
78.6792,-0.3465,-0.2666,0.1188,0.0,-0.5,0.3017,0.1778,10.0036,0.0085,-0.0149,-0.48
78.7292,-0.3465,-0.2666,0.1023,0.0,-0.5,-0.082,0.4214,9.9874,0.0106,0.0,-0.4682
78.7792,-0.3465,-0.2666,0.0696,0.0,-0.5,0.0838,0.2292,10.5848,-0.0106,0.0,-0.481
78.8293,-0.3465,-0.2666,0.0531,0.0,-0.5,0.0371,0.486,9.9659,-0.0085,-0.0341,-0.4725
78.8794,-0.3466,-0.2666,0.0227,0.0,-0.5,0.3112,0.896,10.0574,0.0192,-0.0181,-0.4863
78.9293,-0.3466,-0.2666,-0.0159,0.0,-0.5,-0.1652,0.4166,10.2274,-0.0096,0.0106,-0.4555
78.9793,-0.3466,-0.2666,-0.0159,0.0,-0.5,0.2592,0.4944,10.5836,-0.0213,0.0,-0.4416
79.0293,-0.3465,-0.2666,-0.0555,0.0,-0.5,0.2221,0.3723,10.1963,0.017,-0.017,-0.4789
79.0793,-0.3466,-0.2666,-0.07,0.0,-0.5,-0.0724,0.0892,9.9012,0.0,-0.0043,-0.4821
79.1293,-0.3466,-0.2666,-0.0968,0.0,-0.5,0.5513,0.5094,10.4082,0.0,0.0287,-0.4704
79.1794,-0.3466,-0.2666,-0.1377,0.0,-0.5,0.2843,0.3382,10.7296,-0.0255,0.0064,-0.447
79.2293,-0.3466,-0.2666,-0.1377,0.0,-0.5,0.1269,0.3142,9.9317,0.0043,-0.0106,-0.4959
79.2793,-0.3466,-0.2666,-0.1791,0.0,-0.5,0.1508,0.4052,10.0407,0.0149,0.0149,-0.4895
79.3293,-0.3466,-0.2666,-0.1933,0.0,-0.5,-0.0646,0.0862,10.4513,-0.0096,0.0436,-0.4714
79.3793,-0.3466,-0.2666,-0.2209,0.0,-0.5,0.0712,-0.0491,9.8108,-0.0181,-0.0128,-0.4682
79.4293,-0.3466,-0.2666,-0.2374,0.0,-0.5,0.1526,0.3412,10.0934,0.0,0.0,-0.4895
79.4793,-0.3467,-0.2666,-0.2641,0.0,-0.5,0.0012,0.3232,10.1658,0.0138,0.0266,-0.4863
79.5293,-0.3467,-0.2666,-0.2783,0.0,-0.5,0.2729,0.3531,10.5908,-0.0106,0.0223,-0.4704
79.5793,-0.3467,-0.2666,-0.306,0.0,-0.5,0.5968,0.6788,10.1017,0.016,-0.0287,-0.4895
79.6293,-0.3468,-0.2666,-0.3467,0.0,0.0,0.2406,0.3813,10.0191,0.0,0.0181,-0.4906
79.6792,-0.3468,-0.2665,-0.3632,0.0,0.0,-0.173,0.2269,10.3238,0.0192,0.0298,-0.481
79.7292,-0.3468,-0.2665,-0.387,0.0,0.0,0.082,0.7709,10.255,0.0128,-0.0287,-0.4949
79.7793,-0.3468,-0.2665,-0.4002,0.0,0.0,0.5369,-0.4094,10.3334,0.0,-0.0096,-0.3523
79.8293,-0.3468,-0.2665,-0.4116,0.0,0.0,0.0688,0.4232,10.2053,0.0,-0.0096,0.0
79.8792,-0.3468,-0.2666,-0.4124,0.0,0.0,0.1784,0.3873,10.1903,0.0,0.0,0.0
79.9292,-0.3468,-0.2666,-0.4124,0.0,0.0,0.0281,0.3747,10.1388,0.0096,0.0,0.0
79.9792,-0.3468,-0.2666,-0.4123,0.0,0.0,0.0257,0.2735,10.1724,0.0043,0.0,0.0
80.0293,-0.3468,-0.2665,-0.4122,0.0,0.0,0.0545,0.3035,10.0993,0.0,0.0,0.0
80.0792,-0.3468,-0.2666,-0.4123,0.0,0.0,0.0389,0.2843,10.1502,0.0,0.0,0.0
80.4298,-0.3468,-0.2665,-0.4122,0.0,0.0,0.0617,0.3023,10.1718,0.0043,0.0,0.0
80.4299,-0.3468,-0.2665,-0.4122,0.0,0.0,0.0617,0.3023,10.1718,0.0043,0.0,0.0
80.48,-0.3468,-0.2665,-0.4122,0.0,0.0,0.0485,0.2747,10.1269,0.0,0.0,0.0
80.5302,-0.3468,-0.2666,-0.4122,0.0,0.0,0.0329,0.2987,10.1125,0.0,0.0,0.0
80.5802,-0.3468,-0.2665,-0.4122,0.0,0.0,0.0287,0.3035,10.1376,0.0,0.0,0.0
80.6301,-0.3468,-0.2665,-0.4122,0.0,0.0,0.0341,0.3142,10.1245,0.0,0.0,0.0
80.6801,-0.3468,-0.2665,-0.4122,0.0,0.0,0.0221,0.2921,10.1353,0.0,0.0,0.0
80.7302,-0.3468,-0.2666,-0.4123,0.0,0.0,0.0473,0.3041,10.1287,0.0,0.0,0.0
80.7803,-0.3468,-0.2665,-0.4123,0.0,0.0,0.0323,0.3005,10.1694,0.0,0.0,0.0
80.8301,-0.3468,-0.2665,-0.4122,0.0,0.0,0.0257,0.3023,10.1347,0.0043,0.0,0.0
82.8849,-0.3468,-0.2665,-0.4123,0.15,0.0,0.0467,0.3232,10.1484,0.0,0.0,0.0
82.885,-0.3468,-0.2665,-0.4123,0.15,0.0,0.0467,0.3232,10.1484,0.0,0.0,0.0
82.9353,-0.3468,-0.2666,-0.4123,0.15,0.0,0.0407,0.3053,10.1251,0.0,0.0,0.0
82.9853,-0.3468,-0.2665,-0.4123,0.15,0.0,0.0401,0.2867,10.1263,0.0043,0.0,0.0
83.0351,-0.3428,-0.2683,-0.4072,0.15,0.0,1.4192,-0.0072,11.1498,0.0149,0.0128,0.2639
83.0851,-0.3314,-0.2731,-0.3833,0.15,0.0,0.5285,-0.568,10.9415,-0.0788,0.0245,0.3182
83.1351,-0.3314,-0.2731,-0.3833,0.15,0.0,0.0048,0.7865,10.1742,-0.0053,0.0245,0.1639
83.1851,-0.3202,-0.2775,-0.3714,0.15,0.0,0.0658,0.0898,9.5888,-0.0223,0.0372,0.0223
83.2351,-0.3154,-0.2794,-0.3708,0.15,0.0,0.1047,0.5567,10.6811,-0.0213,0.0319,0.0287
83.2852,-0.3075,-0.2824,-0.368,0.15,0.0,0.3118,0.5938,11.4802,0.0383,0.0074,0.0
83.3352,-0.3027,-0.2843,-0.3678,0.15,0.0,-0.1915,0.1604,10.4483,-0.0255,-0.0245,0.0
83.3851,-0.2957,-0.287,-0.3686,0.15,0.0,-0.0287,0.4106,11.6244,0.0596,0.0043,0.0053
83.4354,-0.2839,-0.2915,-0.3681,0.15,0.0,0.4944,0.3388,10.0012,-0.0532,0.049,0.0074
83.4852,-0.2791,-0.2934,-0.3681,0.15,0.0,0.3891,0.7284,11.4,0.0521,0.0,-0.0117
83.5352,-0.2711,-0.2964,-0.368,0.15,0.0,0.2292,0.0664,9.8635,0.0138,0.0415,-0.0043
83.5853,-0.2664,-0.2983,-0.368,0.15,0.0,-0.6003,-0.0814,10.2747,-0.099,0.0181,0.0277
83.6352,-0.2598,-0.3008,-0.3671,0.15,0.0,0.7775,0.0742,11.4994,0.0234,0.0351,0.0106
83.6853,-0.2473,-0.3056,-0.3662,0.15,0.0,-0.1425,0.1736,10.7913,-0.0266,0.0117,0.0223
83.7352,-0.2473,-0.3056,-0.3662,0.15,0.0,0.3136,0.4561,11.1265,-0.0085,0.0649,0.0096
83.7852,-0.2363,-0.3098,-0.3649,0.15,0.0,0.7015,0.2251,9.7564,-0.0085,0.0,0.0117
83.8351,-0.2316,-0.3116,-0.3649,0.15,0.0,0.4339,0.2717,11.1875,0.0,0.0479,0.0
83.8851,-0.2238,-0.3146,-0.3644,0.15,0.0,0.41,0.0455,10.4345,0.0298,0.0458,0.0
83.9352,-0.2191,-0.3164,-0.3643,0.15,0.0,-0.6764,0.2622,10.4333,-0.0362,-0.0053,0.0213
83.9853,-0.2116,-0.3192,-0.3632,0.15,0.0,0.1502,0.4501,11.221,0.0319,0.0511,-0.0064
84.0352,-0.2004,-0.3235,-0.3621,0.15,0.0,0.6883,0.1879,9.6073,-0.0372,-0.0085,0.0192
84.0852,-0.1956,-0.3253,-0.3623,0.15,0.0,0.094,0.4166,11.2785,0.0202,0.0458,0.0
84.1352,-0.1882,-0.3281,-0.3622,0.15,0.0,0.8218,0.7883,9.7977,0.0053,0.0128,-0.0064
84.1851,-0.1834,-0.3299,-0.3624,0.15,0.0,-0.4531,0.1293,10.8092,-0.0575,0.0096,0.0309
84.2352,-0.1756,-0.3329,-0.3619,0.15,0.0,0.2059,0.0072,9.9449,0.0192,0.0564,0.0128
84.2852,-0.1634,-0.3375,-0.3609,0.15,0.0,-0.0916,0.5878,10.8122,-0.0181,0.0117,0.0074
84.3353,-0.1634,-0.3375,-0.3609,0.15,0.0,-0.0916,0.6273,10.7829,0.0277,0.0458,-0.0043
84.3852,-0.1517,-0.3419,-0.3604,0.15,0.0,0.7021,0.4699,9.5583,0.0,0.0,0.0
84.4352,-0.1469,-0.3437,-0.3604,0.15,0.0,0.1598,0.3166,11.0157,0.0298,0.05,0.0043
84.4854,-0.1391,-0.3467,-0.3609,0.15,0.0,0.8248,0.0652,9.0447,0.0,0.0362,0.0074
84.5352,-0.1342,-0.3485,-0.3606,0.15,0.0,-0.3759,0.3561,10.5393,-0.0553,0.017,0.0245
84.5851,-0.1273,-0.3511,-0.3589,0.15,0.0,0.1215,0.3525,10.2334,0.017,0.0479,0.0
84.6351,-0.1152,-0.3556,-0.3584,0.15,0.0,0.7883,0.1006,9.1812,0.0106,0.0096,0.0
84.6852,-0.1104,-0.3575,-0.3584,0.15,0.0,0.4914,0.0126,10.729,0.0255,0.0553,0.0074
84.7351,-0.1027,-0.3603,-0.3567,0.15,0.0,0.2837,0.5082,9.7917,0.0085,0.0383,0.0106
84.7852,-0.0979,-0.3621,-0.3569,0.15,0.0,-0.176,0.1305,10.8858,-0.0149,0.0415,0.0138
84.8353,-0.0912,-0.3646,-0.3569,0.15,0.0,0.1718,-0.0287,9.5577,0.0181,0.0543,0.0138
84.8853,-0.0864,-0.3664,-0.3568,0.15,0.0,-0.4651,0.0587,10.8469,-0.0585,0.0202,0.0223
84.9352,-0.0789,-0.3692,-0.3562,0.15,0.0,0.4794,0.2304,10.088,0.0553,0.0543,-0.016
84.9853,-0.0675,-0.3735,-0.3565,0.15,0.0,0.4489,0.2532,9.168,-0.0192,0.0277,0.0074
85.0353,-0.0627,-0.3752,-0.3564,0.15,0.0,0.5584,0.1664,9.982,0.05,0.0543,-0.0053
85.0852,-0.0548,-0.3782,-0.3553,0.15,0.0,0.65,0.1909,9.9054,0.0287,0.0255,0.0
85.1353,-0.0501,-0.3799,-0.3552,0.15,0.0,0.1832,0.7943,11.716,0.0053,0.0468,0.0053
85.1853,-0.0438,-0.3822,-0.3545,0.15,0.0,0.4992,0.5088,9.9365,0.0458,0.0287,0.0
85.2353,-0.0323,-0.3865,-0.3533,0.15,0.0,0.4627,0.0473,10.0844,0.0277,0.0245,0.0096
85.2851,-0.0275,-0.3883,-0.353,0.15,0.0,0.6464,0.1802,9.5642,0.0234,0.0223,0.0085
85.3352,-0.0195,-0.3912,-0.3524,0.15,0.0,0.3699,0.155,9.4164,0.0096,0.0,0.0106
85.3852,-0.0146,-0.393,-0.3524,0.15,0.0,-0.2197,0.6177,10.6925,0.0213,0.0681,0.0181
85.4352,-0.0059,-0.3962,-0.3498,0.15,0.0,0.3903,0.5219,9.6229,0.0,0.0128,0.0043
85.4852,-0.0011,-0.398,-0.3503,0.15,0.0,-0.0838,0.4794,11.1079,-0.0117,0.0447,0.0
85.5353,0.0063,-0.4007,-0.3506,0.15,0.0,0.0844,0.0814,9.5193,0.0085,0.0543,-0.0117
85.5852,0.0185,-0.4051,-0.3511,0.15,0.0,-0.8529,0.4286,11.1235,-0.0372,0.0085,0.0128
85.6353,0.0185,-0.4051,-0.3511,0.15,0.0,0.091,0.3891,10.5662,0.0213,0.0681,-0.0117
85.6853,0.0299,-0.4093,-0.3515,0.15,0.0,0.5255,0.4244,9.417,0.0106,0.0053,-0.0117
85.7353,0.0347,-0.4111,-0.352,0.15,0.0,0.2544,0.2322,9.8677,0.016,0.0639,-0.0053
85.7852,0.0417,-0.4137,-0.3514,0.15,0.0,0.6015,0.4776,10.0922,0.0681,0.0309,-0.0479
85.8352,0.0465,-0.4154,-0.3524,0.15,0.0,0.4016,0.3861,11.4676,0.0128,0.0383,-0.0192
85.8852,0.0545,-0.4184,-0.3533,0.15,0.0,0.3759,0.1706,9.8324,0.033,0.0468,-0.0394
85.9351,0.0593,-0.4201,-0.3545,0.15,0.0,-0.3166,0.1478,10.5614,-0.0585,0.0128,0.0255
85.9853,0.0679,-0.4233,-0.3537,0.15,0.0,-0.0718,0.4579,11.3814,0.0298,0.0607,0.0
86.0352,0.0801,-0.4278,-0.3539,0.15,0.0,0.7009,0.2508,10.1712,-0.0277,0.0,0.0
86.0852,0.0849,-0.4296,-0.354,0.15,0.0,0.1616,0.677,11.6412,0.0394,0.0532,0.0
86.1353,0.0924,-0.4324,-0.354,0.15,0.0,0.1419,0.34,9.5696,0.0128,0.0521,-0.0053
86.1853,0.0973,-0.4342,-0.3541,0.15,0.0,-0.3873,0.1197,10.7727,-0.0543,0.017,0.0106
86.2353,0.1045,-0.4368,-0.3531,0.15,0.0,0.1083,0.4489,11.5724,0.0553,0.0702,-0.0245
86.2852,0.1158,-0.441,-0.3536,0.15,0.0,-0.5519,0.003,11.2108,-0.0202,0.0181,0.0
86.3352,0.1158,-0.441,-0.3536,0.15,0.0,0.1622,0.228,9.8605,0.017,0.0734,-0.0181
86.3852,0.1284,-0.4457,-0.3557,0.0,0.0,0.9278,0.5471,9.8138,0.0575,0.0138,-0.0202
86.4352,0.1332,-0.4474,-0.3556,0.0,0.0,0.0617,0.149,10.2687,-0.0298,0.0894,0.016
86.4852,0.1406,-0.4502,-0.3552,0.0,0.0,-2.4391,0.3986,10.1466,0.0575,0.0681,0.0
86.5352,0.1437,-0.4513,-0.3552,0.0,0.0,-4.1408,0.8661,10.8344,0.0447,0.0596,-0.0181
86.5852,0.1444,-0.4516,-0.3548,0.0,0.0,0.1035,0.3885,9.9114,0.0128,0.0,-0.0138
86.6351,0.1446,-0.4517,-0.3548,0.0,0.0,-0.2616,0.2161,9.9886,0.0,-0.0064,0.0
86.6851,0.1446,-0.4517,-0.3548,0.0,0.0,0.1431,0.3436,10.0347,0.0096,0.0085,0.0
86.7351,0.1446,-0.4517,-0.3548,0.0,0.0,0.2939,0.3304,10.0724,0.0,0.0,-0.0064
86.7852,0.1446,-0.4517,-0.3549,0.0,0.0,-0.1431,0.2328,10.2005,0.0,0.0053,0.0
86.8351,0.1446,-0.4517,-0.3549,0.0,0.0,-0.0245,0.2472,10.2574,0.0,0.0,0.0
88.8896,0.1446,-0.4517,-0.355,0.0,0.5,0.0323,0.2478,10.094,0.0043,0.0,0.0
88.8898,0.1446,-0.4517,-0.355,0.0,0.5,0.0323,0.2478,10.094,0.0043,0.0,0.0
88.94,0.1446,-0.4517,-0.3549,0.0,0.5,0.0347,0.237,10.14,0.0,0.0,0.0
88.9901,0.1446,-0.4517,-0.3549,0.0,0.5,0.015,0.2424,10.1029,0.0053,0.0,0.0
89.04,0.1447,-0.4517,-0.351,0.0,0.5,0.1664,-0.0431,10.0802,0.0074,-0.016,0.2033
89.09,0.1447,-0.4517,-0.3386,0.0,0.5,-0.1873,-0.4878,10.0916,-0.0117,-0.0064,0.4331
89.1401,0.1448,-0.4517,-0.3162,0.0,0.5,0.1,0.2394,10.2005,0.0053,0.0234,0.4672
89.1901,0.1447,-0.4517,-0.3001,0.0,0.5,-0.0162,0.2257,9.8839,0.0096,0.0458,0.4682
89.2402,0.1448,-0.4517,-0.2757,0.0,0.5,0.0515,0.5567,9.8144,0.0,-0.0074,0.4629
89.2902,0.1448,-0.4517,-0.2365,0.0,0.5,0.0042,0.1496,10.1263,0.0064,0.0064,0.4746
89.3401,0.1448,-0.4517,-0.2365,0.0,0.5,-0.0102,0.3118,10.0012,0.0,0.0362,0.4906
89.3901,0.1448,-0.4517,-0.195,0.0,0.5,-0.179,0.0108,10.0868,-0.0096,-0.0043,0.4831
89.4401,0.1449,-0.4518,-0.1788,0.0,0.5,-0.0461,0.4579,9.9593,0.0,-0.0128,0.4746
89.4901,0.1449,-0.4518,-0.1528,0.0,0.5,-0.237,0.167,9.9533,0.0,0.0266,0.4895
89.5402,0.1449,-0.4518,-0.1109,0.0,0.5,0.1508,0.4088,9.8785,0.0064,0.0341,0.4736
89.5902,0.1449,-0.4518,-0.1109,0.0,0.5,-0.173,0.0,10.0946,-0.0106,-0.0287,0.4682
89.6401,0.1449,-0.4518,-0.0738,0.0,0.5,0.2149,0.3244,10.4435,0.0053,0.0,0.4406
89.6901,0.1449,-0.4518,-0.0602,0.0,0.5,0.1203,0.0126,10.0592,-0.0053,0.0064,0.4682
89.7401,0.1448,-0.4518,-0.0349,0.0,0.5,-0.4345,0.8458,10.5554,0.0234,0.0287,0.4608
89.7902,0.1449,-0.4518,0.0044,0.0,0.5,-0.3831,0.2921,10.5884,0.0,0.0085,0.4704
89.8402,0.1449,-0.4518,0.0044,0.0,0.5,0.3202,0.2059,9.8432,0.0053,0.0202,0.4693
89.8901,0.1448,-0.4518,0.0484,0.0,0.5,0.176,0.3166,10.2214,0.0106,0.0213,0.4842
89.9401,0.1448,-0.4518,0.0484,0.0,0.5,-0.0581,0.644,10.3729,0.0064,0.0,0.4736
89.99,0.1448,-0.4518,0.0866,0.0,0.5,0.0599,0.3555,10.146,0.0,0.0,0.4821
90.04,0.1448,-0.4518,0.1019,0.0,0.5,-0.1041,0.1484,10.0814,0.0074,0.0117,0.481
90.0899,0.1447,-0.4518,0.1285,0.0,0.5,0.0377,0.3011,10.477,0.0213,0.0223,0.4736
90.14,0.1447,-0.4518,0.1697,0.0,0.5,-0.0449,0.1652,10.2316,0.0106,0.0,0.4842
90.19,0.1447,-0.4518,0.1697,0.0,0.5,-0.0922,0.3065,10.1819,0.0096,0.0,0.4906
90.2402,0.1447,-0.4518,0.21,0.0,0.5,0.0383,0.152,10.0664,0.0,0.0351,0.4757
90.2902,0.1447,-0.4518,0.2253,0.0,0.5,0.2071,0.4597,10.7158,0.0202,0.0277,0.4714
90.3402,0.1447,-0.4518,0.2499,0.0,0.5,0.1101,0.2789,9.924,0.0053,-0.0202,0.4619
90.3902,0.1447,-0.4518,0.2661,0.0,0.5,0.0533,0.3807,10.2448,0.0,0.0,0.4757
